id,Compound_CID,Data_Source,Compound,Source_Chemical_ID,Source_Chemical,Source_Chemical_URL,Source_Target_ID,Source_Target,Source_Target_URL,Protein_Accession,Protein,Gene_ID,Gene,Taxonomy_ID,Taxonomy,Action,Activity_Name,Activity,Evidence_IDs,Evidence_URLs,Evidence_PMIDs,Evidence_DOIs,pmcids,pclids,References
405140,2478,Comparative Toxicogenomics Database (CTD),Busulfan,D002066,Busulfan,https://ctdbase.org/detail.go?type=chem&acc=D002066,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Pifithrin inhibits the reaction [[decitabine co-treated with busulfan] results in increased cleavage of PARP1 protein]|[decitabine co-treated with busulfan] results in increased cleavage of PARP1 protein,,,PMID:19732952,https://www.ncbi.nlm.nih.gov/pubmed/19732952,19732952,,PMC2823987,32916323,"Valdez BC, Li Y, Murray D, Corn P, Champlin RE, Andersson BS. 5-Aza-2'-deoxycytidine sensitizes busulfan-resistant myeloid leukemia cells by regulating expression of genes involved in cell cycle checkpoint and apoptosis. Leukemia Research. 2010 Mar;34(3):364–72. doi: 10.1016/j.leukres.2009.08.014."
259312,2519,Comparative Toxicogenomics Database (CTD),Caffeine,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Caffeine affects the cleavage of PARP1 protein,,,PMID:19242509,https://www.ncbi.nlm.nih.gov/pubmed/19242509,19242509,,PMC2829385,25539858,"Heffernan TP, Kawasumi M, Blasina A, Anderes K, Conney AH, Nghiem P. ATR–Chk1 Pathway Inhibition Promotes Apoptosis after UV Treatment in Primary Human Keratinocytes: Potential Basis for the UV Protective Effects of Caffeine. Journal of Investigative Dermatology. 2009 Jul;129(7):1805–15. doi: 10.1038/jid.2008.435."
259313,2519,Comparative Toxicogenomics Database (CTD),Caffeine,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),[caffeine co-treated with alprazolam] results in increased activity of PARP1 protein,,,PMID:19490937,https://www.ncbi.nlm.nih.gov/pubmed/19490937,19490937,,,20096082,"Saha B, Mukherjee A, Samanta S, Saha P, Ghosh AK, Santra CR, Karmakar P. Caffeine augments Alprazolam induced cytotoxicity in human cell lines. Toxicol In Vitro. 2009 Sep;23(6):1100–9. doi: 10.1016/j.tiv.2009.05.018. PMID: 19490937."
259314,2519,Comparative Toxicogenomics Database (CTD),Caffeine,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Caffeine promotes the reaction [capsaicin results in increased cleavage of and results in increased activity of PARP1 protein],,,PMID:22226932,https://www.ncbi.nlm.nih.gov/pubmed/22226932,22226932,,,22176951,"Yoon JH, Ahn SG, Lee BH, Jung SH, Oh SH. Role of autophagy in chemoresistance: regulation of the ATM-mediated DNA-damage signaling pathway through activation of DNA-PKcs and PARP-1. Biochem Pharmacol. 2012 Mar 15;83(6):747–57. doi: 10.1016/j.bcp.2011.12.029. PMID: 22226932."
259315,2519,Comparative Toxicogenomics Database (CTD),Caffeine,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Caffeine results in increased cleavage of and results in increased expression of PARP1 protein,,,PMID:16522534,https://www.ncbi.nlm.nih.gov/pubmed/16522534,16522534,,,32855568,"Matsuoka S, Moriyama T, Ohara N, Tanimura K, Maruo T. Caffeine induces apoptosis of human umbilical vein endothelial cells through the caspase-9 pathway. Gynecol Endocrinol. 2006 Jan;22(1):48–53. doi: 10.1080/09513590500476198. PMID: 16522534."
259505,2519,Comparative Toxicogenomics Database (CTD),Caffeine,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Caffeine results in increased cleavage of PARP1 protein,,,PMID:21229324,https://www.ncbi.nlm.nih.gov/pubmed/21229324,21229324,,PMC3932700,29583976,2011; 31(3):275-279
259506,2519,Comparative Toxicogenomics Database (CTD),Caffeine,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Caffeine results in increased phosphorylation of PARP1 protein,,,PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,35688186,,,34251403,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186."
259507,2519,Comparative Toxicogenomics Database (CTD),Caffeine,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),"PARP1 protein results in decreased susceptibility to caffeine|[parp1 protein results in decreased susceptibility to caffeine] promotes the reaction [N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride results in increased expression of CDKN1A mrna]",,,PMID:21840268,https://www.ncbi.nlm.nih.gov/pubmed/21840268,21840268,,PMC3185120,12029770,"Madison DL, Stauffer D, Lundblad JR. The PARP inhibitor PJ34 causes a PARP1-independent, p21 dependent mitotic arrest. DNA Repair. 2011 Oct;10(10):1003–13. doi: 10.1016/j.dnarep.2011.07.006."
259508,2519,Comparative Toxicogenomics Database (CTD),Caffeine,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,10116,Rattus norvegicus (Norway rat),Caffeine inhibits the reaction [doxorubicin results in increased cleavage of PARP1 protein],,,PMID:30377735,https://www.ncbi.nlm.nih.gov/pubmed/30377735,30377735,,,8127370,2018; 93(2):533-546
220510,2520,Comparative Toxicogenomics Database (CTD),Verapamil,D014700,Verapamil,https://ctdbase.org/detail.go?type=chem&acc=D014700,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Benzyloxycarbonyl-valyl-alanyl-aspartic acid inhibits the reaction [[verapamil co-treated with gambogic acid] results in increased cleavage of PARP1 protein]|[verapamil co-treated with gambogic acid] results in increased cleavage of PARP1 protein|acetylcysteine inhibits the reaction [[verapamil co-treated with gambogic acid] results in increased cleavage of PARP1 protein],,,PMID:24373880,https://www.ncbi.nlm.nih.gov/pubmed/24373880,24373880,,,20173790,"Liu N, Huang H, Liu S, Li X, Yang C, Dou QP, Liu J. Calcium channel blocker verapamil accelerates gambogic acid-induced cytotoxicity via enhancing proteasome inhibition and ROS generation. Toxicol In Vitro. 2014 Apr;28(3):419–25. doi: 10.1016/j.tiv.2013.12.008. PMID: 24373880."
220511,2520,Comparative Toxicogenomics Database (CTD),Verapamil,D014700,Verapamil,https://ctdbase.org/detail.go?type=chem&acc=D014700,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,10090,Mus musculus (house mouse),Verapamil inhibits the reaction [PARP1 gene mutant form results in decreased uptake of doxorubicin],,,PMID:15861398,https://www.ncbi.nlm.nih.gov/pubmed/15861398,15861398,,,7877358,Wesierska-Gadek J. Major contribution of the multidrug transporter P-glycoprotein to reduced susceptibility of poly(ADP-ribose) polymerase-1 knock-out cells to doxorubicin action. J Cell Biochem. 2005 Aug 01;95(5):1012–28. doi: 10.1002/jcb.20467. PMID: 15861398.
12210,2526,Comparative Toxicogenomics Database (CTD),Glycerol 2-phosphate,C031463,beta-glycerophosphoric acid,https://ctdbase.org/detail.go?type=chem&acc=C031463,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),[dexamethasone co-treated with ascorbate-2-phosphate co-treated with beta-glycerophosphoric acid co-treated with cholecalciferol] results in increased expression of PARP1 protein modified form|parp1 mRNA promotes the reaction [[dexamethasone co-treated with ascorbate-2-phosphate co-treated with beta-glycerophosphoric acid co-treated with cholecalciferol] results in increased expression of RUNX2 mrna]|parg mRNA inhibits the reaction [[dexamethasone co-treated with ascorbate-2-phosphate co-treated with beta-glycerophosphoric acid co-treated with cholecalciferol] results in increased expression of PARP1 protein],,,PMID:22940495,https://www.ncbi.nlm.nih.gov/pubmed/22940495,22940495,,,31637292,"Robaszkiewicz A, Erdélyi K, Kovács K, Kovács I, Bai P, Rajnavölgyi E, Virág L. Hydrogen peroxide-induced poly(ADP-ribosyl)ation regulates osteogenic differentiation-associated cell death. Free Radic Biol Med. 2012 Oct 15;53(8):1552–64. doi: 10.1016/j.freeradbiomed.2012.08.567. PMID: 22940495."
12211,2526,Comparative Toxicogenomics Database (CTD),Glycerol 2-phosphate,C031463,beta-glycerophosphoric acid,https://ctdbase.org/detail.go?type=chem&acc=C031463,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,10090,Mus musculus (house mouse),"[ascorbic acid co-treated with dexamethasone co-treated with beta-glycerophosphoric acid] results in increased expression of PARP1 mrna|n-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride inhibits the reaction [[ascorbic acid co-treated with dexamethasone co-treated with beta-glycerophosphoric acid] results in increased expression of PARP1 mrna]",,,PMID:26492236,https://www.ncbi.nlm.nih.gov/pubmed/26492236,26492236,,PMC4632778,8743897,"Kishi Y, Fujihara H, Kawaguchi K, Yamada H, Nakayama R, Yamamoto N, Fujihara Y, Hamada Y, Satomura K, Masutani M. PARP Inhibitor PJ34 Suppresses Osteogenic Differentiation in Mouse Mesenchymal Stem Cells by Modulating BMP-2 Signaling Pathway. Int J Mol Sci. 2015 Oct 19;16(10):24820–38. PMID: 26492236; PMCID: PMC4632778."
255205,2533,Comparative Toxicogenomics Database (CTD),"1-[3,10-Dihydroxy-12-(2-{[(4-hydroxyphenoxy)carbonyl]oxy}propyl)-2,6,7,11-tetramethoxy-4,9-dioxo-4,9-dihydroperylen-1-yl]propan-2-yl benzoate",C538949,PKF115-584,https://ctdbase.org/detail.go?type=chem&acc=C538949,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),PKF115-584 results in increased cleavage of PARP1 protein,,,PMID:17452641|PMID:19067737,https://www.ncbi.nlm.nih.gov/pubmed/17452641|https://www.ncbi.nlm.nih.gov/pubmed/19067737,17452641|19067737,,PMC1863489,351008|7929679,"Minke KS, Staib P, Puetter A, Gehrke I, Gandhirajan RK, Schlösser A, Schmitt EK, Hallek M, Kreuzer KA. Small molecule inhibitors of WNT signaling effectively induce apoptosis in acute myeloid leukemia cells. Eur J Haematol. 2009 Mar;82(3):165–75. doi: 10.1111/j.1600-0609.2008.01188.x. PMID: 19067737.|Sukhdeo K, Mani M, Zhang Y, Dutta J, Yasui H, Rooney MD, Carrasco DE, Zheng M, He H, Tai YT, Mitsiades C, Anderson KC, Carrasco DR. Targeting the beta-catenin/TCF transcriptional complex in the treatment of multiple myeloma. Proc Natl Acad Sci U S A. 2007 May 01;104(18):7516–21. PMID: 17452641; PMCID: PMC1863489."
339236,2554,Comparative Toxicogenomics Database (CTD),Carbamazepine,D002220,Carbamazepine,https://ctdbase.org/detail.go?type=chem&acc=D002220,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Carbamazepine affects the expression of PARP1 mRNA,,,PMID:24752500|PMID:25979313,https://www.ncbi.nlm.nih.gov/pubmed/24752500|https://www.ncbi.nlm.nih.gov/pubmed/25979313,24752500|25979313,,,1835374|20207729,"Schulpen SH, Pennings JL, Piersma AH. Gene Expression Regulation and Pathway Analysis After Valproic Acid and Carbamazepine Exposure in a Human Embryonic Stem Cell-Based Neurodevelopmental Toxicity Assay. Toxicol Sci. 2015 Aug;146(2):311–20. doi: 10.1093/toxsci/kfv094. PMID: 25979313.|Fredriksson L, Wink S, Herpers B, Benedetti G, Hadi M, de Bont H, Groothuis G, Luijten M, Danen E, de Graauw M, Meerman J, van de Water B. Drug-induced endoplasmic reticulum and oxidative stress responses independently sensitize toward TNFa-mediated hepatotoxicity. Toxicol Sci. 2014 Jul;140(1):144–59. doi: 10.1093/toxsci/kfu072. PMID: 24752500."
333524,2568,Comparative Toxicogenomics Database (CTD),"1,1-Cyclobutanedicarboxylic acid",D016190,Carboplatin,https://ctdbase.org/detail.go?type=chem&acc=D016190,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Carboplatin results in increased cleavage of PARP1 protein,,,PMID:15996812,https://www.ncbi.nlm.nih.gov/pubmed/15996812,15996812,,,2345625,"Singh S, Chhipa RR, Vijayakumar MV, Bhat MK. DNA damaging drugs-induced down-regulation of Bcl-2 is essential for induction of apoptosis in high-risk HPV-positive HEp-2 and KB cells. Cancer Lett. 2006 May 18;236(2):213–21. doi: 10.1016/j.canlet.2005.05.024. PMID: 15996812."
342077,2578,Comparative Toxicogenomics Database (CTD),Carmustine,D002330,Carmustine,https://ctdbase.org/detail.go?type=chem&acc=D002330,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Disulfiram promotes the reaction [carmustine results in increased cleavage of PARP1 protein]|carmustine results in increased cleavage of PARP1 protein,,,PMID:24193513,https://www.ncbi.nlm.nih.gov/pubmed/24193513,24193513,,PMC3941740,18806017,"Paranjpe A, Zhang R, Ali-Osman F, Bobustuc GC, Srivenugopal KS. Disulfiram is a direct and potent inhibitor of human O6-methylguanine-DNA methyltransferase (MGMT) in brain tumor cells and mouse brain and markedly increases the alkylating DNA damage. Carcinogenesis. 2013 Nov 05;35(3):692–702. doi: 10.1093/carcin/bgt366."
275878,2662,Comparative Toxicogenomics Database (CTD),Celecoxib,D000068579,Celecoxib,https://ctdbase.org/detail.go?type=chem&acc=D000068579,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),[atorvastatin co-treated with celecoxib] results in increased cleavage of PARP1 protein,,,PMID:18172863,https://www.ncbi.nlm.nih.gov/pubmed/18172863,18172863,,,28843101,"Xiao H, Zhang Q, Lin Y, Reddy BS, Yang CS. Combination of atorvastatin and celecoxib synergistically induces cell cycle arrest and apoptosis in colon cancer cells. Int J Cancer. 2008 May 01;122(9):2115–24. doi: 10.1002/ijc.23315. PMID: 18172863."
275879,2662,Comparative Toxicogenomics Database (CTD),Celecoxib,D000068579,Celecoxib,https://ctdbase.org/detail.go?type=chem&acc=D000068579,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Celecoxib analog affects the cleavage of PARP1 protein,,,PMID:18485224,https://www.ncbi.nlm.nih.gov/pubmed/18485224,18485224,,PMC2396175,17349085,2008; 7(1):38
275880,2662,Comparative Toxicogenomics Database (CTD),Celecoxib,D000068579,Celecoxib,https://ctdbase.org/detail.go?type=chem&acc=D000068579,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Celecoxib inhibits the reaction [fluorouracil results in increased cleavage of PARP1 protein],,,PMID:17461495,https://www.ncbi.nlm.nih.gov/pubmed/17461495,17461495,,PMC4146971,7889868,"Lim YJ, Rhee JC, Bae YM, Chun WJ. Celecoxib attenuates 5-fluorouracil-induced apoptosis in HCT-15 and HT-29 human colon cancer cells. World J Gastroenterol. 2007 Apr 07;13(13):1947–52. PMID: 17461495; PMCID: PMC4146971."
275881,2662,Comparative Toxicogenomics Database (CTD),Celecoxib,D000068579,Celecoxib,https://ctdbase.org/detail.go?type=chem&acc=D000068579,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Celecoxib promotes the reaction [docetaxel results in increased cleavage of and results in increased expression of PARP1 protein]|celecoxib results in increased cleavage of and results in increased expression of PARP1 protein|tetracycline CMT-3 promotes the reaction [celecoxib results in increased cleavage of and results in increased expression of PARP1 protein]|docetaxel promotes the reaction [celecoxib results in increased cleavage of and results in increased expression of PARP1 protein]|celecoxib promotes the reaction [tetracycline CMT-3 results in increased cleavage of and results in increased expression of PARP1 protein],,,PMID:15688368,https://www.ncbi.nlm.nih.gov/pubmed/15688368,15688368,,,15264006,"Dandekar DS, Lopez M, Carey RI, Lokeshwar BL. Cyclooxygenase-2 inhibitor celecoxib augments chemotherapeutic drug-induced apoptosis by enhancing activation of caspase-3 and -9 in prostate cancer cells. Int J Cancer. 2005 Jun 20;115(3):484–92. doi: 10.1002/ijc.20878. PMID: 15688368."
275882,2662,Comparative Toxicogenomics Database (CTD),Celecoxib,D000068579,Celecoxib,https://ctdbase.org/detail.go?type=chem&acc=D000068579,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Celecoxib results in increased activity of PARP1 protein,,,PMID:12824303,https://www.ncbi.nlm.nih.gov/pubmed/12824303,12824303,,,15893286,"Jendrossek V, Handrick R, Belka C. Celecoxib activates a novel mitochondrial apoptosis signaling pathway. FASEB J. 2003 Aug;17(11):1547–9. doi: 10.1096/fj.02-0947fje. PMID: 12824303."
275883,2662,Comparative Toxicogenomics Database (CTD),Celecoxib,D000068579,Celecoxib,https://ctdbase.org/detail.go?type=chem&acc=D000068579,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Celecoxib results in increased cleavage of PARP1 protein,,,PMID:15572759|PMID:15911099|PMID:16123214|PMID:17612393|PMID:18202791|PMID:18485224|PMID:19665451,https://www.ncbi.nlm.nih.gov/pubmed/15572759|https://www.ncbi.nlm.nih.gov/pubmed/15911099|https://www.ncbi.nlm.nih.gov/pubmed/16123214|https://www.ncbi.nlm.nih.gov/pubmed/17612393|https://www.ncbi.nlm.nih.gov/pubmed/18202791|https://www.ncbi.nlm.nih.gov/pubmed/18485224|https://www.ncbi.nlm.nih.gov/pubmed/19665451,15572759|15911099|16123214|17612393|18202791|18485224|19665451,,PMC2206712|PMC2396175,2370252|14615843|17349085|24094418|24760002|30873324|31577332,"Rudner J, Elsaesser SJ, Müller AC, Belka C, Jendrossek V. Differential effects of anti-apoptotic Bcl-2 family members Mcl-1, Bcl-2, and Bcl-xL on celecoxib-induced apoptosis. Biochem Pharmacol. 2010 Jan 01;79(1):10–20. doi: 10.1016/j.bcp.2009.07.021. PMID: 19665451.|2008; 7(1):38|Ko SH, Choi GJ, Lee JH, Han YA, Lim SJ, Kim SH. Differential effects of selective cyclooxygenase-2 inhibitors in inhibiting proliferation and induction of apoptosis in oral squamous cell carcinoma. Oncol Rep. 2008 Feb;19(2):425–33. PMID: 18202791.|2007; 9(4):r41|Kardosh A, Soriano N, Liu YT, Uddin J, Petasis NA, Hofman FM, Chen TC, Schönthal AH. Multitarget inhibition of drug-resistant multiple myeloma cell lines by dimethyl-celecoxib (DMC), a non-COX-2 inhibitory analog of celecoxib. Blood. 2005 Dec 15;106(13):4330–8. doi: 10.1182/blood-2005-07-2819. PMID: 16123214.|Subhashini J, Mahipal SV, Reddanna P. Anti-proliferative and apoptotic effects of celecoxib on human chronic myeloid leukemia in vitro. Cancer Lett. 2005 Jun 16;224(1):31–43. doi: 10.1016/j.canlet.2004.11.002. PMID: 15911099.|Liu X, Yue P, Zhou Z, Khuri FR, Sun S-. Death Receptor Regulation and Celecoxib-Induced Apoptosis in Human Lung Cancer Cells. JNCI Journal of the National Cancer Institute. 2004 Nov 30;96(23):1769–80. doi: 10.1093/jnci/djh322."
276047,2662,Comparative Toxicogenomics Database (CTD),Celecoxib,D000068579,Celecoxib,https://ctdbase.org/detail.go?type=chem&acc=D000068579,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),FADD mutant form inhibits the reaction [celecoxib results in increased cleavage of PARP1 protein]|tnfrsf10b mutant form inhibits the reaction [celecoxib results in increased cleavage of PARP1 protein]|tnfsf10 protein promotes the reaction [celecoxib results in increased cleavage of PARP1 protein],,,PMID:15572759,https://www.ncbi.nlm.nih.gov/pubmed/15572759,15572759,,,24094418,"Liu X, Yue P, Zhou Z, Khuri FR, Sun S-. Death Receptor Regulation and Celecoxib-Induced Apoptosis in Human Lung Cancer Cells. JNCI Journal of the National Cancer Institute. 2004 Nov 30;96(23):1769–80. doi: 10.1093/jnci/djh322."
276048,2662,Comparative Toxicogenomics Database (CTD),Celecoxib,D000068579,Celecoxib,https://ctdbase.org/detail.go?type=chem&acc=D000068579,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,10090,Mus musculus (house mouse),Celecoxib promotes the reaction [dihematoporphyrin ether results in increased cleavage of PARP1 protein],,,PMID:16230411,https://www.ncbi.nlm.nih.gov/pubmed/16230411,16230411,,,28145768,"Ferrario A, Fisher AM, Rucker N, Gomer CJ. Celecoxib and NS-398 enhance photodynamic therapy by increasing in vitro apoptosis and decreasing in vivo inflammatory and angiogenic factors. Cancer Res. 2005 Oct 15;65(20):9473–8. doi: 10.1158/0008-5472.can-05-1659. PMID: 16230411."
276049,2662,Comparative Toxicogenomics Database (CTD),Celecoxib,D000068579,Celecoxib,https://ctdbase.org/detail.go?type=chem&acc=D000068579,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Celecoxib results in decreased activity of PARP1 protein,,,PMID:19706164,https://www.ncbi.nlm.nih.gov/pubmed/19706164,19706164,,PMC2741461,26214223,2009; 8(1):66
276050,2662,Comparative Toxicogenomics Database (CTD),Celecoxib,D000068579,Celecoxib,https://ctdbase.org/detail.go?type=chem&acc=D000068579,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Celecoxib results in increased cleavage of PARP1 protein,,,PMID:17717820,https://www.ncbi.nlm.nih.gov/pubmed/17717820,17717820,,,21730034,"Xu Y, Zhao YM, Huang H. [Celecoxib-induced apoptosis in acute promyelocytic leukemia cell line MR2 and its mechanism]. Zhejiang Da Xue Xue Bao Yi Xue Ban. 2007 Jul;36(4):319–24. doi: 10.3785/j.issn.1008-9292.2007.04.002. PMID: 17717820."
379746,2683,Comparative Toxicogenomics Database (CTD),Cetylpyridinium,D002594,Cetylpyridinium,https://ctdbase.org/detail.go?type=chem&acc=D002594,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Cetylpyridinium results in increased cleavage of PARP1 protein|benzoylcarbonyl-aspartyl-glutamyl-valyl-aspartyl-fluoromethyl ketone inhibits the reaction [cetylpyridinium results in increased cleavage of PARP1 protein],,,PMID:31982400,https://www.ncbi.nlm.nih.gov/pubmed/31982400,31982400,,,25060943,"Kanno S, Hirano S, Kato H, Fukuta M, Mukai T, Aoki Y. Benzalkonium chloride and cetylpyridinium chloride induce apoptosis in human lung epithelial cells and alter surface activity of pulmonary surfactant monolayers. Chem Biol Interact. 2020 Feb 01;317():108962. doi: 10.1016/j.cbi.2020.108962. PMID: 31982400."
403508,2719,Comparative Toxicogenomics Database (CTD),Chloroquine,D002738,Chloroquine,https://ctdbase.org/detail.go?type=chem&acc=D002738,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Arsenic trioxide promotes the reaction [chloroquine results in increased cleavage of PARP1 protein],,,PMID:30338810,https://www.ncbi.nlm.nih.gov/pubmed/30338810,30338810,,,16920591,"Liu DM, Zhang XD, Yang L. Chloroquine aggravates the arsenic trioxide (As2O3)-induced apoptosis of acute promyelocytic leukemia NB4 cells via inhibiting lysosomal degradation in vitro. Eur Rev Med Pharmacol Sci. 2018 Oct;22(19):6412–21. doi: 10.26355/eurrev_201810_16054. PMID: 30338810."
403509,2719,Comparative Toxicogenomics Database (CTD),Chloroquine,D002738,Chloroquine,https://ctdbase.org/detail.go?type=chem&acc=D002738,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),[chloroquine co-treated with 3-methyladenine] results in increased cleavage of PARP1 protein,,,PMID:30025493,https://www.ncbi.nlm.nih.gov/pubmed/30025493,30025493,,PMC6152528,23661645,"Wang J, Qi Q, Zhou W, Feng Z, Huang B, Chen A, Zhang D, Li W, Zhang Q, Jiang Z, Bjerkvig R, Prestegarden L, Thorsen F, Wang X, Li X, Wang J. Inhibition of glioma growth by flavokawain B is mediated through endoplasmic reticulum stress induced autophagy. Autophagy. 2018 Aug 17;14(11):2007–22. doi: 10.1080/15548627.2018.1501133."
403510,2719,Comparative Toxicogenomics Database (CTD),Chloroquine,D002738,Chloroquine,https://ctdbase.org/detail.go?type=chem&acc=D002738,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Chloroquine inhibits the reaction [betulin results in increased cleavage of PARP1 protein],,,PMID:32190974,https://www.ncbi.nlm.nih.gov/pubmed/32190974,32190974,,,14927468,"Lin YC, Chen HY, Hsieh CP, Huang YF, Chang IL. Betulin inhibits mTOR and induces autophagy to promote apoptosis in human osteosarcoma cell lines. Environ Toxicol. 2020 Aug;35(8):879–87. doi: 10.1002/tox.22924. PMID: 32190974."
403511,2719,Comparative Toxicogenomics Database (CTD),Chloroquine,D002738,Chloroquine,https://ctdbase.org/detail.go?type=chem&acc=D002738,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Chloroquine inhibits the reaction [cadmium results in increased cleavage of PARP1 protein],,,PMID:30985881,https://www.ncbi.nlm.nih.gov/pubmed/30985881,30985881,,,26417983,"Gu J, Wang Y, Liu Y, Shi M, Yin L, Hou Y, Zhou Y, Chu Wong CK, Chen D, Guo Z, Shi H. Inhibition of Autophagy Alleviates Cadmium-Induced Mouse Spleen and Human B Cells Apoptosis. Toxicol Sci. 2019 Jul 01;170(1):109–22. doi: 10.1093/toxsci/kfz089. PMID: 30985881."
403512,2719,Comparative Toxicogenomics Database (CTD),Chloroquine,D002738,Chloroquine,https://ctdbase.org/detail.go?type=chem&acc=D002738,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Chloroquine promotes the reaction [[cysteine proteinase inhibitors results in decreased activity of USP8 protein] which results in increased cleavage of PARP1 protein]|[cysteine proteinase inhibitors results in decreased activity of USP8 protein] promotes the reaction [chloroquine results in increased cleavage of PARP1 protein],,,PMID:35022897,https://www.ncbi.nlm.nih.gov/pubmed/35022897,35022897,,,10229733,2022; 39(5):2011-2032
